complaint_id,text,category,timestamp
NET-00437,No signal in Witbank for the past 14 days. I can't make calls or use data.,network,2024-04-20 08:17
BIL-00438,I cancelled my contract last month but I'm still being charged R1153.,billing,2024-06-13 09:29
BIL-00439,My prepaid balance of R4121 was deducted without any usage. My account number is ACC-19443.,billing,2024-09-13 08:04
BIL-00440,The upgrade fee of R2256 was not disclosed to me before signing.,billing,2024-10-13 14:00
SVC-00441,My SIM swap request has been pending for 4 days. No updates.,service,2024-11-08 13:30
NET-00442,Internet speed is terrible in Sandton. I'm getting 0.5mbps instead of 100mbps. I will report to ICASA if this is not resolved.,network,2024-04-20 16:47
SVC-00443,Sent an email 7 days ago to complaints. No acknowledgement received. My account number is ACC-31505.,service,2024-01-24 10:36
BIL-00444,Incorrect billing on my fibre account. Charged R3060 instead of R199. My account number is ACC-62510.,billing,2024-12-06 09:23
FRD-00445,"I received a phishing SMS claiming to be from you. Number was 0646198527. My account number is ACC-38122. This is urgent, please help.",fraud,2024-05-08 16:14
NET-00446,"Experiencing packet loss and high latency in Randburg. Can't work from home. My account number is ACC-35337. This is urgent, please help.",network,2024-02-02 12:10
FRD-00447,Suspicious activity on my account. Calls made to 0675814557 that I didn't make.,fraud,2024-02-06 13:05
SVC-00448,Promised a callback within 24 hours. It's been 8 days. Nothing.,service,2024-04-25 08:51
BIL-00449,Why am I being billed R579 when my plan is only R99 per month?,billing,2024-06-23 17:43
FRD-00450,Unauthorised purchase of R1250 on my account. I need this investigated. My account number is ACC-71567.,fraud,2024-04-01 11:06
BIL-00451,The upgrade fee of R2261 was not disclosed to me before signing.,billing,2024-10-28 12:50
BIL-00452,My account shows a debit of R1016 that I don't recognise. This is unacceptable.,billing,2024-03-10 09:34
BIL-00453,I paid R2140 at the store but it's not reflecting on my account. My account number is ACC-18752. I will report to ICASA if this is not resolved.,billing,2024-01-19 10:18
BIL-00454,My account shows a debit of R3579 that I don't recognise. This is unacceptable. My account number is ACC-96066.,billing,2024-06-10 13:27
FRD-00455,Suspicious activity on my account. Calls made to 0771175585 that I didn't make. My account number is ACC-21524.,fraud,2024-10-05 11:08
BIL-00456,Double charge on my account for R3026. I need this fixed urgently. My account number is ACC-85172.,billing,2024-12-03 17:06
BIL-00457,The upgrade fee of R3295 was not disclosed to me before signing.,billing,2024-10-08 16:36
BIL-00458,I cancelled my contract last month but I'm still being charged R216.,billing,2024-10-24 09:49
BIL-00459,I cancelled my contract last month but I'm still being charged R3476.,billing,2024-05-21 09:19
SVC-00460,Your chatbot is useless. I need to speak to a real person about my account.,service,2024-04-02 11:14
BIL-00461,My account shows a debit of R4888 that I don't recognise. This is unacceptable. My account number is ACC-60039.,billing,2024-05-27 17:19
BIL-00462,"Double charge on my account for R1775. I need this fixed urgently. This is urgent, please help.",billing,2024-02-03 15:51
BIL-00463,I paid R4865 at the store but it's not reflecting on my account. My account number is ACC-52291.,billing,2024-09-10 09:16
FRD-00464,Someone opened an account in my name using my ID ****2730.,fraud,2024-08-16 14:02
NET-00465,Tower in Germiston seems broken. No coverage for 11 days straight. My account number is ACC-19624.,network,2024-12-08 17:17
BIL-00466,My prepaid balance of R2517 was deducted without any usage.,billing,2024-09-18 14:05
BIL-00467,The upgrade fee of R4246 was not disclosed to me before signing. I will report to ICASA if this is not resolved.,billing,2024-12-21 10:32
BIL-00468,My airtime of R4466 disappeared overnight. I didn't make any calls. I will report to ICASA if this is not resolved.,billing,2024-10-05 13:36
BIL-00469,I paid R2350 at the store but it's not reflecting on my account.,billing,2024-08-16 11:37
BIL-00470,Double charge on my account for R3195. I need this fixed urgently. My account number is ACC-66503.,billing,2024-01-18 13:59
BIL-00471,Incorrect billing on my fibre account. Charged R4111 instead of R199. My account number is ACC-94320.,billing,2024-02-15 15:51
BIL-00472,"Why am I being billed R3125 when my plan is only R199 per month? This is urgent, please help.",billing,2024-03-02 09:21
SVC-00473,Sent an email 10 days ago to complaints. No acknowledgement received.,service,2024-03-11 13:06
BIL-00474,I was promised a discount of R3939 but my bill still shows full price.,billing,2024-10-26 11:33
BIL-00475,"Incorrect billing on my fibre account. Charged R3363 instead of R499. This is urgent, please help.",billing,2024-02-10 12:38
SVC-00476,I visited the Rustenburg store and waited 53 minutes with no assistance.,network,2024-08-13 12:55
BIL-00477,I was promised a discount of R1707 but my bill still shows full price. My account number is ACC-97098.,billing,2024-07-21 12:46
FRD-00478,Someone is using my identity to get contracts. Reference REF-264178.,fraud,2024-08-02 16:23
SVC-00479,The Nelspruit branch closed early and I couldn't collect my device.,service,2024-06-03 16:22
FRD-00480,My account was accessed and R1831 was transferred out. This is theft.,fraud,2024-08-13 17:20
BIL-00481,Stop debiting my account! I owe nothing. Last debit was R3062.,billing,2024-09-19 08:51
NET-00482,Internet speed is terrible in Soweto. I'm getting 0.5mbps instead of 100mbps. I will report to ICASA if this is not resolved.,network,2024-02-15 08:55
BIL-00483,Why am I being billed R4444 when my plan is only R299 per month?,billing,2024-04-10 08:08
FRD-00484,"I received a phishing SMS claiming to be from you. Number was 0608223988. This is urgent, please help.",fraud,2024-11-22 16:42
BIL-00485,Stop debiting my account! I owe nothing. Last debit was R3430.,billing,2024-03-05 09:05
NET-00486,Tower in Kimberley seems broken. No coverage for 11 days straight. I will report to ICASA if this is not resolved.,network,2024-05-10 12:16
NET-00487,Can't connect to 4G in Bellville. Only getting Edge/2G for 9 days now.,network,2024-12-03 16:16
BIL-00488,Incorrect billing on my fibre account. Charged R2929 instead of R499.,billing,2024-12-22 10:01
BIL-00489,I was charged R3608 for a service I never signed up for. Please reverse this. My account number is ACC-46849.,billing,2024-12-08 14:12
BIL-00490,I was charged R2617 for a service I never signed up for. Please reverse this.,billing,2024-12-09 09:28
SVC-00491,My number porting has been stuck for 10 days. I can't receive calls. My account number is ACC-76721.,network,2024-12-07 08:08
BIL-00492,I cancelled my contract last month but I'm still being charged R1843.,billing,2024-10-16 09:49
BIL-00493,"I was charged R2626 for a service I never signed up for. Please reverse this. This is urgent, please help.",billing,2024-08-09 15:25
BIL-00494,"I was promised a discount of R1961 but my bill still shows full price. This is urgent, please help.",billing,2024-07-19 08:19
BIL-00495,I cancelled my contract last month but I'm still being charged R2284.,billing,2024-11-22 10:02
FRD-00496,My account password was changed without my consent. Possible hack. My account number is ACC-55372.,fraud,2024-11-05 08:21
SVC-00497,Promised a callback within 24 hours. It's been 12 days. Nothing. I will report to ICASA if this is not resolved.,service,2024-09-20 10:39
BIL-00498,"Stop debiting my account! I owe nothing. Last debit was R1076. This is urgent, please help.",billing,2024-09-05 17:31
BIL-00499,I cancelled my contract last month but I'm still being charged R4644. My account number is ACC-70591.,billing,2024-08-21 16:57
NET-00500,WiFi calling not working in Bloemfontein despite being in a no-signal zone.,network,2024-12-09 09:36
BIL-00501,My account shows a debit of R4582 that I don't recognise. This is unacceptable.,billing,2024-08-10 09:42
SVC-00502,"Your consultant Mpho was extremely rude and unhelpful when I called. This is urgent, please help. I will report to ICASA if this is not resolved.",service,2024-06-10 11:28
BIL-00503,My prepaid balance of R1607 was deducted without any usage.,billing,2024-02-03 15:39
NET-00504,Data connection keeps dropping every few minutes in Rustenburg. Very frustrating.,network,2024-10-02 09:03
NET-00505,Constant dropped calls in East London. This has been going on for 8 days.,network,2024-11-16 10:47
FRD-00506,"My banking details were changed on my account without my knowledge. This is urgent, please help.",fraud,2024-12-22 13:33
SVC-00507,Your chatbot is useless. I need to speak to a real person about my account. My account number is ACC-28926.,service,2024-10-10 13:11
NET-00508,No signal in Johannesburg South for the past 4 days. I can't make calls or use data.,network,2024-11-11 15:47
BIL-00509,I paid R4188 at the store but it's not reflecting on my account. My account number is ACC-46101.,billing,2024-08-20 08:43
NET-00510,Experiencing packet loss and high latency in Germiston. Can't work from home.,service,2024-11-21 12:36
NET-00511,My fibre has been down for 10 days in Pretoria East. No one is helping. My account number is ACC-87517.,network,2024-12-19 14:14
BIL-00512,The upgrade fee of R3934 was not disclosed to me before signing.,billing,2024-07-03 15:26
BIL-00513,My prepaid balance of R789 was deducted without any usage.,billing,2024-08-04 13:45
FRD-00514,Unauthorised SIM swap on my number 0825026404. I didn't request this. I will report to ICASA if this is not resolved.,fraud,2024-07-11 17:16
BIL-00515,Why am I being billed R151 when my plan is only R99 per month? My account number is ACC-65950.,billing,2024-09-22 14:37
BIL-00516,"I cancelled my contract last month but I'm still being charged R3777. My account number is ACC-26673. This is urgent, please help.",billing,2024-05-05 09:54
BIL-00517,Why am I being billed R372 when my plan is only R699 per month?,billing,2024-03-03 16:04
NET-00518,My fibre has been down for 12 days in Roodepoort. No one is helping.,service,2024-06-03 14:46
FRD-00519,My account was accessed and R3511 was transferred out. This is theft. My account number is ACC-11672.,fraud,2024-02-05 17:18
BIL-00520,I was charged R2657 for a service I never signed up for. Please reverse this. My account number is ACC-86830.,billing,2024-09-21 10:19
SVC-00521,"I've been on hold for 50 minutes trying to speak to someone about my account. This is urgent, please help.",service,2024-12-09 13:15
BIL-00522,"The upgrade fee of R929 was not disclosed to me before signing. My account number is ACC-49683. This is urgent, please help.",billing,2024-11-20 15:02
BIL-00523,"The upgrade fee of R3402 was not disclosed to me before signing. This is urgent, please help.",billing,2024-11-27 17:07
SVC-00524,My number porting has been stuck for 6 days. I can't receive calls. My account number is ACC-19405.,service,2024-12-18 15:08
BIL-00525,My airtime of R1159 disappeared overnight. I didn't make any calls. My account number is ACC-23673.,billing,2024-07-10 15:50
BIL-00526,"My account shows a debit of R288 that I don't recognise. This is unacceptable. My account number is ACC-84381. This is urgent, please help.",billing,2024-02-14 15:00
SVC-00527,"My number porting has been stuck for 6 days. I can't receive calls. This is urgent, please help.",service,2024-05-11 10:57
NET-00528,No network coverage at my new address in Mitchells Plain. Was told there would be.,network,2024-10-12 09:42
NET-00529,No signal in Polokwane for the past 2 days. I can't make calls or use data.,service,2024-07-10 10:59
NET-00530,Network completely down in Nelspruit. Multiple people affected for 12 days. My account number is ACC-62180.,network,2024-08-25 14:59
BIL-00531,Why am I being billed R3772 when my plan is only R699 per month?,billing,2024-04-23 16:17
NET-00532,Constant dropped calls in Mitchells Plain. This has been going on for 14 days.,network,2024-10-19 08:44
BIL-00533,I was promised a discount of R4085 but my bill still shows full price. My account number is ACC-58072.,billing,2024-12-12 17:05
BIL-00534,"My airtime of R3006 disappeared overnight. I didn't make any calls. This is urgent, please help.",billing,2024-03-13 08:44
BIL-00535,"Stop debiting my account! I owe nothing. Last debit was R4220. My account number is ACC-77568. This is urgent, please help.",billing,2024-06-06 14:39
BIL-00536,My airtime of R1981 disappeared overnight. I didn't make any calls. My account number is ACC-47601.,billing,2024-03-25 15:28
FRD-00537,My banking details were changed on my account without my knowledge. I will report to ICASA if this is not resolved.,fraud,2024-02-05 12:42
NET-00538,"WiFi calling not working in Johannesburg South despite being in a no-signal zone. My account number is ACC-19749. This is urgent, please help.",service,2024-03-07 11:45
SVC-00539,The technician didn't show up for the scheduled appointment in Centurion.,service,2024-02-02 17:42
BIL-00540,"Double charge on my account for R1208. I need this fixed urgently. This is urgent, please help.",billing,2024-07-03 11:09
NET-00541,Network completely down in Soweto. Multiple people affected for 1 days.,network,2024-01-17 16:36
BIL-00542,"Double charge on my account for R601. I need this fixed urgently. My account number is ACC-91201. This is urgent, please help.",billing,2024-08-15 13:39
BIL-00543,I was promised a discount of R503 but my bill still shows full price.,billing,2024-01-11 14:50
SVC-00544,"The Soweto branch closed early and I couldn't collect my device. This is urgent, please help.",service,2024-08-20 09:20
BIL-00545,My airtime of R604 disappeared overnight. I didn't make any calls.,billing,2024-01-12 09:22
NET-00546,Tower in Vanderbijlpark seems broken. No coverage for 3 days straight. I will report to ICASA if this is not resolved.,network,2024-10-05 08:41
NET-00547,Experiencing packet loss and high latency in Bloemfontein. Can't work from home.,service,2024-11-28 14:01
BIL-00548,I was charged R2188 for a service I never signed up for. Please reverse this.,billing,2024-10-09 15:24
SVC-00549,Your chatbot is useless. I need to speak to a real person about my account. I will report to ICASA if this is not resolved.,service,2024-07-19 08:05
BIL-00550,Incorrect billing on my fibre account. Charged R382 instead of R99.,billing,2024-07-01 10:47
BIL-00551,Incorrect billing on my fibre account. Charged R4945 instead of R699.,billing,2024-02-14 09:04
BIL-00552,I cancelled my contract last month but I'm still being charged R4467.,billing,2024-03-28 17:36
BIL-00553,Why am I being billed R2598 when my plan is only R99 per month?,billing,2024-12-25 12:54
BIL-00554,My airtime of R3774 disappeared overnight. I didn't make any calls.,billing,2024-04-16 12:20
BIL-00555,My account shows a debit of R165 that I don't recognise. This is unacceptable.,billing,2024-12-16 14:08
NET-00556,No network coverage at my new address in Germiston. Was told there would be.,service,2024-12-01 14:57
NET-00557,No network coverage at my new address in Sandton. Was told there would be. My account number is ACC-43877.,network,2024-05-08 16:58
BIL-00558,I cancelled my contract last month but I'm still being charged R574. My account number is ACC-14117. I will report to ICASA if this is not resolved.,billing,2024-04-09 15:13
BIL-00559,"The upgrade fee of R2800 was not disclosed to me before signing. This is urgent, please help.",billing,2024-07-06 14:31
BIL-00560,The upgrade fee of R1180 was not disclosed to me before signing. My account number is ACC-87623. I will report to ICASA if this is not resolved.,billing,2024-05-06 10:09
BIL-00561,"I was promised a discount of R2136 but my bill still shows full price. My account number is ACC-83880. This is urgent, please help.",billing,2024-10-21 14:21
NET-00562,Experiencing packet loss and high latency in Roodepoort. Can't work from home.,network,2024-08-06 14:39
BIL-00563,My account shows a debit of R2392 that I don't recognise. This is unacceptable.,billing,2024-05-07 08:28
BIL-00564,"My prepaid balance of R3549 was deducted without any usage. My account number is ACC-59343. This is urgent, please help.",billing,2024-04-28 11:19
NET-00565,Network completely down in Benoni. Multiple people affected for 7 days. My account number is ACC-12708.,network,2024-01-25 14:31
NET-00566,Internet speed is terrible in Boksburg. I'm getting 0.5mbps instead of 100mbps.,network,2024-07-13 11:11
SVC-00567,Your consultant Sarah was extremely rude and unhelpful when I called.,service,2024-09-24 14:15
BIL-00568,I cancelled my contract last month but I'm still being charged R1988. My account number is ACC-19552.,billing,2024-11-27 08:59
FRD-00569,Someone ported my number 0709028758 without my consent. I suspect fraud.,fraud,2024-02-05 17:32
BIL-00570,I cancelled my contract last month but I'm still being charged R596. My account number is ACC-97687.,billing,2024-05-25 09:41
BIL-00571,My account shows a debit of R2614 that I don't recognise. This is unacceptable. My account number is ACC-26822.,billing,2024-08-26 13:21
NET-00572,Tower in Boksburg seems broken. No coverage for 7 days straight.,network,2024-05-15 10:48
BIL-00573,"My prepaid balance of R4273 was deducted without any usage. My account number is ACC-24046. This is urgent, please help.",billing,2024-03-13 13:00
BIL-00574,Stop debiting my account! I owe nothing. Last debit was R317. My account number is ACC-71548.,billing,2024-08-14 14:00
SVC-00575,My number porting has been stuck for 9 days. I can't receive calls.,service,2024-01-01 11:29
NET-00576,No network coverage at my new address in Roodepoort. Was told there would be. I will report to ICASA if this is not resolved.,network,2024-07-06 17:59
BIL-00577,"Double charge on my account for R534. I need this fixed urgently. This is urgent, please help.",billing,2024-08-06 12:56
BIL-00578,My account shows a debit of R2470 that I don't recognise. This is unacceptable. I will report to ICASA if this is not resolved.,billing,2024-12-23 15:20
BIL-00579,The upgrade fee of R211 was not disclosed to me before signing.,billing,2024-10-23 10:00
SVC-00580,My SIM swap request has been pending for 3 days. No updates.,service,2024-10-06 15:42
BIL-00581,"Why am I being billed R4491 when my plan is only R99 per month? My account number is ACC-29795. This is urgent, please help.",billing,2024-06-02 17:40
FRD-00582,"Someone is using my identity to get contracts. Reference REF-391079. This is urgent, please help.",fraud,2024-02-03 12:59
FRD-00583,I received a phishing SMS claiming to be from you. Number was 0661431520.,fraud,2024-01-07 13:43
NET-00584,Can't connect to 4G in Bellville. Only getting Edge/2G for 12 days now.,network,2024-05-16 14:47
SVC-00585,I submitted a query 1 days ago with reference REF-937204. Still no response.,network,2024-07-24 13:00
SVC-00586,Sent an email 5 days ago to complaints. No acknowledgement received.,network,2024-03-04 12:25
SVC-00587,The Benoni branch closed early and I couldn't collect my device. I will report to ICASA if this is not resolved.,service,2024-10-15 08:07
BIL-00588,"Incorrect billing on my fibre account. Charged R4066 instead of R699. This is urgent, please help.",billing,2024-07-15 15:02
BIL-00589,The upgrade fee of R1262 was not disclosed to me before signing.,billing,2024-12-21 08:18
BIL-00590,I cancelled my contract last month but I'm still being charged R1563.,billing,2024-02-04 17:48
BIL-00591,The upgrade fee of R4312 was not disclosed to me before signing.,billing,2024-04-08 10:13
BIL-00592,"Double charge on my account for R1342. I need this fixed urgently. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-02-24 16:09
NET-00593,No network coverage at my new address in Centurion. Was told there would be.,service,2024-10-28 17:41
BIL-00594,I was promised a discount of R921 but my bill still shows full price.,billing,2024-12-10 11:48
BIL-00595,Incorrect billing on my fibre account. Charged R3010 instead of R199.,billing,2024-08-26 10:11
BIL-00596,Why am I being billed R4475 when my plan is only R99 per month?,billing,2024-06-13 10:13
BIL-00597,"Double charge on my account for R1735. I need this fixed urgently. This is urgent, please help.",billing,2024-07-01 16:20
BIL-00598,I cancelled my contract last month but I'm still being charged R96.,billing,2024-10-01 12:57
BIL-00599,Incorrect billing on my fibre account. Charged R3288 instead of R699. I will report to ICASA if this is not resolved.,billing,2024-11-14 14:23
NET-00600,Experiencing packet loss and high latency in Krugersdorp. Can't work from home.,network,2024-07-05 11:29
BIL-00601,"I was promised a discount of R150 but my bill still shows full price. This is urgent, please help.",billing,2024-12-21 09:38
NET-00602,Internet speed is terrible in Port Elizabeth. I'm getting 0.5mbps instead of 100mbps. My account number is ACC-58187.,network,2024-02-03 12:04
BIL-00603,I cancelled my contract last month but I'm still being charged R2857.,billing,2024-01-01 15:17
BIL-00604,"I paid R898 at the store but it's not reflecting on my account. This is urgent, please help.",billing,2024-01-19 13:08
FRD-00605,Received notification of a new line added to my account. I didn't do this. My account number is ACC-56788.,fraud,2024-09-22 11:03
NET-00606,No signal in East London for the past 9 days. I can't make calls or use data.,network,2024-10-19 14:11
FRD-00607,Received notification of a new line added to my account. I didn't do this.,fraud,2024-01-16 12:03
BIL-00608,Why am I being billed R2680 when my plan is only R99 per month?,billing,2024-03-14 16:51
BIL-00609,I paid R3630 at the store but it's not reflecting on my account.,billing,2024-10-26 12:18
SVC-00610,My SIM swap request has been pending for 2 days. No updates. My account number is ACC-63845.,service,2024-10-10 09:08
BIL-00611,I was promised a discount of R679 but my bill still shows full price. I will report to ICASA if this is not resolved.,billing,2024-06-05 08:05
BIL-00612,My account shows a debit of R3296 that I don't recognise. This is unacceptable. My account number is ACC-97821.,billing,2024-07-02 16:13
BIL-00613,"I cancelled my contract last month but I'm still being charged R1914. This is urgent, please help.",billing,2024-08-03 15:12
BIL-00614,Stop debiting my account! I owe nothing. Last debit was R4963. I will report to ICASA if this is not resolved.,billing,2024-11-21 14:33
NET-00615,Constant dropped calls in Pietermaritzburg. This has been going on for 6 days.,network,2024-12-06 13:14
BIL-00616,My airtime of R286 disappeared overnight. I didn't make any calls. My account number is ACC-98857.,billing,2024-12-19 11:42
SVC-00617,"I've been on hold for 77 minutes trying to speak to someone about my account. My account number is ACC-13745. This is urgent, please help. I will report to ICASA if this is not resolved.",service,2024-09-12 09:22
NET-00618,Can't connect to 4G in Pietermaritzburg. Only getting Edge/2G for 13 days now.,network,2024-10-11 15:35
SVC-00619,I visited the Bellville store and waited 97 minutes with no assistance.,service,2024-02-21 16:01
NET-00620,WiFi calling not working in Vanderbijlpark despite being in a no-signal zone.,network,2024-02-08 17:33
BIL-00621,Double charge on my account for R2495. I need this fixed urgently. My account number is ACC-77802.,billing,2024-10-13 13:43
SVC-00622,Sent an email 13 days ago to complaints. No acknowledgement received.,service,2024-01-22 08:58
BIL-00623,"Incorrect billing on my fibre account. Charged R2764 instead of R99. My account number is ACC-74920. This is urgent, please help.",billing,2024-11-28 10:19
BIL-00624,"I paid R1058 at the store but it's not reflecting on my account. My account number is ACC-39401. This is urgent, please help.",billing,2024-03-12 12:14
BIL-00625,"My account shows a debit of R4722 that I don't recognise. This is unacceptable. This is urgent, please help. I will report to ICASA if this is not resolved.",billing,2024-04-05 12:08
SVC-00626,Promised a callback within 24 hours. It's been 3 days. Nothing. My account number is ACC-91132.,service,2024-02-20 08:00
BIL-00627,I was promised a discount of R1632 but my bill still shows full price.,billing,2024-05-11 15:20
BIL-00628,"I paid R4957 at the store but it's not reflecting on my account. This is urgent, please help.",billing,2024-09-02 12:05
BIL-00629,I cancelled my contract last month but I'm still being charged R1431. I will report to ICASA if this is not resolved.,billing,2024-09-07 13:00
BIL-00630,"I cancelled my contract last month but I'm still being charged R1267. My account number is ACC-74868. This is urgent, please help.",billing,2024-12-18 15:29
BIL-00631,Double charge on my account for R3666. I need this fixed urgently.,billing,2024-01-08 15:21
NET-00632,No network coverage at my new address in Umhlanga. Was told there would be.,network,2024-06-23 17:31
SVC-00633,Sent an email 4 days ago to complaints. No acknowledgement received. My account number is ACC-46903.,network,2024-07-22 13:12
BIL-00634,I was charged R4644 for a service I never signed up for. Please reverse this. My account number is ACC-70117.,billing,2024-06-04 14:16
BIL-00635,I paid R2805 at the store but it's not reflecting on my account. My account number is ACC-67892.,billing,2024-06-03 12:53
NET-00636,"No signal in Pietermaritzburg for the past 7 days. I can't make calls or use data. This is urgent, please help.",network,2024-06-04 10:49
NET-00637,WiFi calling not working in Durban North despite being in a no-signal zone.,service,2024-02-27 09:11
FRD-00638,Someone opened an account in my name using my ID ****4127.,fraud,2024-05-05 16:43
BIL-00639,"Stop debiting my account! I owe nothing. Last debit was R2003. This is urgent, please help.",billing,2024-06-26 08:25
NET-00640,Network completely down in Umhlanga. Multiple people affected for 14 days.,network,2024-08-14 11:58
BIL-00641,I paid R289 at the store but it's not reflecting on my account. My account number is ACC-58434.,billing,2024-07-26 10:54
BIL-00642,Double charge on my account for R3453. I need this fixed urgently.,billing,2024-07-11 16:17
BIL-00643,I was charged R4382 for a service I never signed up for. Please reverse this.,billing,2024-12-19 10:28
NET-00644,No network coverage at my new address in Soweto. Was told there would be.,network,2024-01-02 08:58
SVC-00645,Promised a callback within 24 hours. It's been 6 days. Nothing.,service,2024-09-19 11:36
BIL-00646,I was promised a discount of R505 but my bill still shows full price.,billing,2024-11-01 10:09
BIL-00647,"Incorrect billing on my fibre account. Charged R145 instead of R199. My account number is ACC-81658. This is urgent, please help.",billing,2024-10-26 11:17
BIL-00648,Incorrect billing on my fibre account. Charged R1699 instead of R299.,billing,2024-03-27 15:01
BIL-00649,I cancelled my contract last month but I'm still being charged R3345.,billing,2024-06-22 14:08
FRD-00650,My account password was changed without my consent. Possible hack.,fraud,2024-12-18 09:54
BIL-00651,"My airtime of R1165 disappeared overnight. I didn't make any calls. This is urgent, please help.",billing,2024-03-25 11:25
FRD-00652,Someone ported my number 0649330609 without my consent. I suspect fraud.,fraud,2024-10-16 12:43
BIL-00653,I was charged R2084 for a service I never signed up for. Please reverse this.,billing,2024-09-17 11:44
BIL-00654,Why am I being billed R4321 when my plan is only R199 per month?,billing,2024-10-07 10:33
FRD-00655,I received a phishing SMS claiming to be from you. Number was 0649612818.,fraud,2024-10-17 14:32
BIL-00656,"The upgrade fee of R624 was not disclosed to me before signing. My account number is ACC-94813. This is urgent, please help.",billing,2024-06-03 15:48
BIL-00657,I cancelled my contract last month but I'm still being charged R486.,billing,2024-07-25 16:23
BIL-00658,My airtime of R2412 disappeared overnight. I didn't make any calls.,billing,2024-01-15 08:13
FRD-00659,Someone opened an account in my name using my ID ****9388. My account number is ACC-35325.,fraud,2024-07-27 17:39
BIL-00660,My airtime of R2584 disappeared overnight. I didn't make any calls.,billing,2024-06-27 12:21
BIL-00661,Double charge on my account for R3992. I need this fixed urgently. My account number is ACC-46188.,billing,2024-04-01 08:37
FRD-00662,Someone ported my number 0671661584 without my consent. I suspect fraud. My account number is ACC-50018.,fraud,2024-09-20 08:35
BIL-00663,My account shows a debit of R1942 that I don't recognise. This is unacceptable.,billing,2024-11-15 14:56
FRD-00664,Unauthorised SIM swap on my number 0649571611. I didn't request this.,fraud,2024-08-25 08:20
FRD-00665,"My account was accessed and R3540 was transferred out. This is theft. This is urgent, please help.",fraud,2024-12-09 11:21
BIL-00666,"I paid R3406 at the store but it's not reflecting on my account. This is urgent, please help.",billing,2024-01-05 14:30
BIL-00667,Why am I being billed R2869 when my plan is only R199 per month?,billing,2024-07-01 09:21
SVC-00668,I've been on hold for 83 minutes trying to speak to someone about my account.,service,2024-10-25 11:36
BIL-00669,I was charged R1987 for a service I never signed up for. Please reverse this.,billing,2024-09-06 10:04
NET-00670,Network completely down in Kimberley. Multiple people affected for 11 days.,network,2024-03-28 16:05
BIL-00671,I was charged R4910 for a service I never signed up for. Please reverse this.,billing,2024-11-08 12:12
BIL-00672,I was promised a discount of R1742 but my bill still shows full price. My account number is ACC-44314.,billing,2024-04-12 17:43
BIL-00673,I was promised a discount of R3088 but my bill still shows full price. I will report to ICASA if this is not resolved.,billing,2024-01-05 13:55
SVC-00674,I've been on hold for 53 minutes trying to speak to someone about my account.,network,2024-05-04 16:47
BIL-00675,I paid R2432 at the store but it's not reflecting on my account. My account number is ACC-85550. I will report to ICASA if this is not resolved.,billing,2024-11-14 15:07
BIL-00676,Double charge on my account for R4060. I need this fixed urgently.,billing,2024-03-26 10:57
BIL-00677,Stop debiting my account! I owe nothing. Last debit was R993. My account number is ACC-70338.,billing,2024-03-02 09:38
NET-00678,Internet speed is terrible in Bloemfontein. I'm getting 0.5mbps instead of 100mbps.,network,2024-08-01 15:00
BIL-00679,The upgrade fee of R1542 was not disclosed to me before signing.,billing,2024-04-14 15:57
SVC-00680,I've called 7 times about the same issue. Each time I'm told it's escalated. My account number is ACC-74189.,service,2024-08-02 11:24
BIL-00681,My airtime of R4346 disappeared overnight. I didn't make any calls. My account number is ACC-24688.,billing,2024-06-11 16:35
BIL-00682,Why am I being billed R3809 when my plan is only R299 per month?,billing,2024-07-17 13:05
NET-00683,Tower in Krugersdorp seems broken. No coverage for 6 days straight.,network,2024-07-08 12:24
SVC-00684,My SIM swap request has been pending for 12 days. No updates.,service,2024-06-08 09:20
SVC-00685,Sent an email 9 days ago to complaints. No acknowledgement received. My account number is ACC-64634.,service,2024-10-05 14:02
SVC-00686,Promised a callback within 24 hours. It's been 3 days. Nothing. My account number is ACC-63319.,service,2024-07-19 10:36
BIL-00687,Why am I being billed R1114 when my plan is only R699 per month?,billing,2024-03-09 08:08
BIL-00688,Why am I being billed R2141 when my plan is only R299 per month? My account number is ACC-57896. I will report to ICASA if this is not resolved.,billing,2024-09-05 09:14
BIL-00689,My prepaid balance of R4213 was deducted without any usage. My account number is ACC-25760.,billing,2024-06-17 16:47
BIL-00690,The upgrade fee of R4052 was not disclosed to me before signing.,billing,2024-06-24 16:34
BIL-00691,The upgrade fee of R752 was not disclosed to me before signing.,billing,2024-12-18 11:13
SVC-00692,I submitted a query 2 days ago with reference REF-461169. Still no response. My account number is ACC-16745.,service,2024-10-12 17:45
FRD-00693,"I received a phishing SMS claiming to be from you. Number was 0847634880. This is urgent, please help.",fraud,2024-07-25 08:53
BIL-00694,Double charge on my account for R2510. I need this fixed urgently. My account number is ACC-85527. I will report to ICASA if this is not resolved.,billing,2024-11-10 08:46
SVC-00695,The Pietermaritzburg branch closed early and I couldn't collect my device.,service,2024-04-26 10:01
SVC-00696,My SIM swap request has been pending for 3 days. No updates.,service,2024-01-19 12:20
SVC-00697,My number porting has been stuck for 14 days. I can't receive calls.,service,2024-04-17 12:36
BIL-00698,My account shows a debit of R309 that I don't recognise. This is unacceptable. My account number is ACC-66873.,billing,2024-02-17 08:14
BIL-00699,Incorrect billing on my fibre account. Charged R3079 instead of R199.,billing,2024-03-27 15:48
BIL-00700,My prepaid balance of R3765 was deducted without any usage.,billing,2024-03-03 15:43
